pdb,stacking,base_triple_type
ens-953,unstacked,non-triple
ens-954,unstacked,non-triple
ens-955,stacked,non-triple
ens-956,unstacked,non-triple
ens-957,unstacked,non-triple
ens-958,unstacked,non-triple
ens-959,unstacked,non-triple
ens-960,unstacked,non-triple
ens-961,unstacked,non-triple
ens-962,unstacked,non-triple
ens-963,stacked,non-triple
ens-964,unstacked,non-triple
ens-965,unstacked,non-triple
ens-966,unstacked,non-triple
ens-967,stacked,non-triple
ens-968,stacked,non-triple
ens-969,unstacked,non-triple
ens-970,unstacked,non-triple
ens-971,unstacked,non-triple
ens-972,unstacked,non-triple
ens-973,unstacked,non-triple
ens-974,unstacked,non-triple
ens-975,unstacked,non-triple
ens-976,unstacked,non-triple
ens-977,stacked,non-triple
ens-978,stacked,non-triple
ens-979,unstacked,non-triple
ens-980,unstacked,non-triple
ens-981,unstacked,non-triple
ens-982,unstacked,non-triple
ens-983,unstacked,non-triple
ens-984,unstacked,non-triple
ens-985,unstacked,non-triple
ens-986,stacked,non-triple
ens-987,stacked,triple
ens-988,unstacked,non-triple
ens-989,unstacked,non-triple
ens-990,stacked,triple
ens-991,stacked,non-triple
ens-992,unstacked,non-triple
ens-993,stacked,non-triple
ens-994,unstacked,non-triple
ens-995,stacked,non-triple
ens-996,unstacked,non-triple
ens-997,unstacked,non-triple
ens-998,unstacked,non-triple
ens-999,unstacked,non-triple
ens-1000,unstacked,non-triple
ens-1001,unstacked,non-triple
ens-1002,unstacked,non-triple
ens-1003,unstacked,non-triple
ens-1004,unstacked,non-triple
ens-1005,unstacked,non-triple
ens-1006,stacked,non-triple
ens-1007,unstacked,non-triple
ens-1008,unstacked,non-triple
ens-1009,stacked,non-triple
ens-1010,unstacked,non-triple
ens-1011,stacked,non-triple
ens-1012,unstacked,non-triple
ens-1013,unstacked,non-triple
ens-1014,unstacked,non-triple
ens-1015,stacked,triple
ens-1016,stacked,non-triple
ens-1017,unstacked,non-triple
ens-1018,unstacked,non-triple
ens-1019,stacked,non-triple
ens-1020,unstacked,non-triple
ens-1021,unstacked,non-triple
ens-1022,unstacked,non-triple
ens-1023,unstacked,non-triple
ens-1024,unstacked,non-triple
ens-1025,unstacked,non-triple
ens-1026,stacked,non-triple
ens-1027,unstacked,non-triple
ens-1028,unstacked,non-triple
ens-1029,unstacked,non-triple
ens-1030,stacked,non-triple
ens-1031,unstacked,non-triple
ens-1032,unstacked,non-triple
ens-1033,unstacked,non-triple
ens-1034,stacked,non-triple
ens-1035,unstacked,non-triple
ens-1036,unstacked,non-triple
ens-1037,unstacked,non-triple
ens-1038,stacked,non-triple
ens-1039,stacked,triple
ens-1040,unstacked,non-triple
ens-1041,stacked,non-triple
ens-1042,stacked,triple
ens-1043,unstacked,non-triple
ens-1044,unstacked,non-triple
ens-1045,stacked,non-triple
ens-1046,stacked,non-triple
ens-1047,unstacked,non-triple
ens-1048,unstacked,non-triple
ens-1049,unstacked,non-triple
ens-1050,unstacked,non-triple
ens-1051,unstacked,non-triple
ens-1052,unstacked,non-triple
ens-1053,unstacked,non-triple
ens-1054,stacked,non-triple
ens-1055,stacked,triple
ens-1056,unstacked,non-triple
ens-1057,unstacked,non-triple
ens-1058,unstacked,non-triple
ens-1059,stacked,triple
ens-1060,unstacked,non-triple
ens-1061,stacked,non-triple
ens-1062,unstacked,non-triple
ens-1063,unstacked,non-triple
ens-1064,unstacked,non-triple
ens-1065,stacked,non-triple
ens-1066,unstacked,non-triple
ens-1067,unstacked,non-triple
ens-1068,unstacked,non-triple
ens-1069,unstacked,non-triple
ens-1070,unstacked,non-triple
ens-1071,stacked,non-triple
ens-1072,unstacked,non-triple
ens-1073,unstacked,non-triple
ens-1074,unstacked,non-triple
ens-1075,unstacked,non-triple
ens-1076,unstacked,non-triple
ens-1077,unstacked,non-triple
ens-1078,stacked,non-triple
ens-1079,stacked,non-triple
ens-1080,unstacked,non-triple
ens-1081,unstacked,non-triple
ens-1082,unstacked,non-triple
ens-1083,stacked,triple
ens-1084,stacked,non-triple
ens-1085,unstacked,non-triple
ens-1086,unstacked,non-triple
ens-1087,stacked,non-triple
ens-1088,unstacked,non-triple
ens-1089,unstacked,non-triple
ens-1090,unstacked,non-triple
ens-1091,unstacked,non-triple
ens-1092,stacked,non-triple
ens-1093,unstacked,non-triple
ens-1094,unstacked,non-triple
ens-1095,unstacked,non-triple
ens-1096,stacked,non-triple
ens-1097,unstacked,non-triple
ens-1098,stacked,triple
ens-1099,unstacked,non-triple
ens-1100,unstacked,non-triple
ens-1101,unstacked,non-triple
ens-1102,stacked,non-triple
ens-1103,unstacked,non-triple
ens-1104,unstacked,non-triple
ens-1105,stacked,triple
ens-1106,unstacked,non-triple
ens-1107,unstacked,non-triple
ens-1108,stacked,non-triple
ens-1109,unstacked,non-triple
ens-1110,unstacked,non-triple
ens-1111,stacked,triple
ens-1112,unstacked,non-triple
ens-1113,unstacked,non-triple
ens-1114,unstacked,non-triple
ens-1115,unstacked,non-triple
ens-1116,stacked,non-triple
ens-1117,unstacked,non-triple
ens-1118,unstacked,non-triple
ens-1119,unstacked,non-triple
ens-1120,stacked,non-triple
ens-1121,unstacked,non-triple
ens-1122,stacked,non-triple
ens-1123,unstacked,non-triple
ens-1124,unstacked,non-triple
ens-1125,stacked,non-triple
ens-1126,unstacked,non-triple
ens-1127,stacked,non-triple
ens-1128,unstacked,non-triple
ens-1129,unstacked,non-triple
ens-1130,unstacked,non-triple
ens-1131,unstacked,non-triple
ens-1132,unstacked,non-triple
ens-1133,unstacked,non-triple
ens-1134,unstacked,non-triple
ens-1135,stacked,triple
ens-1136,unstacked,non-triple
ens-1137,unstacked,non-triple
ens-1138,unstacked,non-triple
ens-1139,stacked,non-triple
ens-1140,stacked,non-triple
ens-1141,unstacked,non-triple
ens-1142,unstacked,non-triple
ens-1143,stacked,non-triple
ens-1144,unstacked,non-triple
ens-1145,unstacked,non-triple
ens-1146,stacked,non-triple
ens-1147,unstacked,non-triple
ens-1148,stacked,non-triple
ens-1149,stacked,non-triple
ens-1150,unstacked,non-triple
ens-1151,stacked,non-triple
ens-1152,unstacked,non-triple
ens-1153,unstacked,non-triple
ens-1154,unstacked,non-triple
ens-1155,unstacked,non-triple
ens-1156,stacked,non-triple
ens-1157,stacked,non-triple
ens-1158,unstacked,non-triple
ens-1159,unstacked,non-triple
ens-1160,unstacked,non-triple
ens-1161,stacked,non-triple
ens-1162,unstacked,non-triple
ens-1163,unstacked,non-triple
ens-1164,unstacked,non-triple
ens-1165,unstacked,non-triple
ens-1166,stacked,non-triple
ens-1167,stacked,non-triple
ens-1168,unstacked,non-triple
ens-1169,stacked,non-triple
ens-1170,stacked,non-triple
ens-1171,unstacked,non-triple
ens-1172,unstacked,non-triple
ens-1173,unstacked,non-triple
ens-1174,unstacked,non-triple
ens-1175,unstacked,non-triple
ens-1176,unstacked,non-triple
ens-1177,unstacked,non-triple
ens-1178,unstacked,non-triple
ens-1179,stacked,non-triple
ens-1180,stacked,non-triple
ens-1181,unstacked,non-triple
ens-1182,unstacked,non-triple
ens-1183,unstacked,non-triple
ens-1184,unstacked,non-triple
ens-1185,stacked,non-triple
ens-1186,stacked,non-triple
ens-1187,unstacked,non-triple
ens-1188,stacked,non-triple
ens-1189,unstacked,non-triple
ens-1190,unstacked,non-triple
ens-1191,unstacked,non-triple
ens-1192,unstacked,non-triple
ens-1193,unstacked,non-triple
ens-1194,unstacked,non-triple
ens-1195,stacked,non-triple
ens-1196,unstacked,non-triple
ens-1197,unstacked,non-triple
ens-1198,stacked,non-triple
ens-1199,unstacked,non-triple
ens-1200,unstacked,non-triple
ens-1201,unstacked,non-triple
ens-1202,unstacked,non-triple
ens-1203,unstacked,non-triple
ens-1204,unstacked,non-triple
ens-1205,unstacked,non-triple
ens-1206,stacked,triple
ens-1207,unstacked,non-triple
ens-1208,unstacked,non-triple
ens-1209,stacked,non-triple
ens-1210,unstacked,non-triple
ens-1211,unstacked,non-triple
ens-1212,unstacked,non-triple
ens-1213,unstacked,non-triple
ens-1214,unstacked,non-triple
ens-1215,unstacked,non-triple
ens-1216,unstacked,non-triple
ens-1217,unstacked,non-triple
ens-1218,stacked,non-triple
ens-1219,stacked,non-triple
ens-1220,unstacked,non-triple
ens-1221,unstacked,non-triple
ens-1222,unstacked,non-triple
ens-1223,unstacked,non-triple
ens-1224,unstacked,non-triple
ens-1225,unstacked,non-triple
ens-1226,unstacked,non-triple
ens-1227,stacked,non-triple
ens-1228,stacked,non-triple
ens-1229,unstacked,non-triple
ens-1230,unstacked,non-triple
ens-1231,unstacked,non-triple
ens-1232,unstacked,non-triple
ens-1233,unstacked,non-triple
ens-1234,stacked,non-triple
ens-1235,unstacked,non-triple
ens-1236,unstacked,non-triple
ens-1237,unstacked,non-triple
ens-1238,unstacked,non-triple
ens-1239,unstacked,non-triple
ens-1240,unstacked,non-triple
ens-1241,stacked,triple
ens-1242,unstacked,non-triple
ens-1243,unstacked,non-triple
ens-1244,unstacked,non-triple
ens-1245,unstacked,non-triple
ens-1246,unstacked,non-triple
ens-1247,unstacked,non-triple
ens-1248,stacked,non-triple
ens-1249,unstacked,non-triple
ens-1250,unstacked,non-triple
ens-1251,stacked,non-triple
ens-1252,unstacked,non-triple
ens-1253,unstacked,non-triple
ens-1254,stacked,non-triple
ens-1255,unstacked,non-triple
ens-1256,unstacked,non-triple
ens-1257,stacked,non-triple
ens-1258,unstacked,non-triple
ens-1259,unstacked,non-triple
ens-1260,unstacked,non-triple
ens-1261,unstacked,non-triple
ens-1262,unstacked,non-triple
ens-1263,unstacked,non-triple
ens-1264,unstacked,non-triple
ens-1265,unstacked,non-triple
ens-1266,stacked,non-triple
ens-1267,stacked,non-triple
ens-1268,unstacked,non-triple
ens-1269,stacked,non-triple
ens-1270,unstacked,non-triple
ens-1271,unstacked,non-triple
ens-1272,stacked,non-triple
ens-1273,unstacked,non-triple
ens-1274,unstacked,non-triple
ens-1275,unstacked,non-triple
ens-1276,unstacked,non-triple
ens-1277,unstacked,non-triple
ens-1278,stacked,non-triple
ens-1279,unstacked,non-triple
ens-1280,stacked,non-triple
ens-1281,stacked,non-triple
ens-1282,unstacked,non-triple
ens-1283,stacked,non-triple
ens-1284,stacked,non-triple
ens-1285,unstacked,non-triple
ens-1286,unstacked,non-triple
ens-1287,unstacked,non-triple
ens-1288,unstacked,non-triple
ens-1289,unstacked,non-triple
ens-1290,unstacked,non-triple
ens-1291,stacked,non-triple
ens-1292,unstacked,non-triple
ens-1293,unstacked,non-triple
ens-1294,unstacked,non-triple
ens-1295,unstacked,non-triple
ens-1296,unstacked,non-triple
ens-1297,stacked,non-triple
ens-1298,unstacked,non-triple
ens-1299,unstacked,non-triple
ens-1300,unstacked,non-triple
ens-1301,unstacked,non-triple
ens-1302,unstacked,non-triple
ens-1303,unstacked,non-triple
ens-1304,stacked,non-triple
ens-1305,stacked,triple
ens-1306,unstacked,non-triple
ens-1307,unstacked,non-triple
ens-1308,unstacked,non-triple
ens-1309,unstacked,non-triple
ens-1310,stacked,non-triple
ens-1311,unstacked,non-triple
ens-1312,stacked,non-triple
ens-1313,stacked,non-triple
ens-1314,unstacked,non-triple
ens-1315,unstacked,non-triple
ens-1316,unstacked,non-triple
ens-1317,unstacked,non-triple
ens-1318,unstacked,non-triple
ens-1319,unstacked,non-triple
ens-1320,unstacked,non-triple
ens-1321,unstacked,non-triple
ens-1322,unstacked,non-triple
ens-1323,unstacked,non-triple
ens-1324,unstacked,non-triple
ens-1325,unstacked,non-triple
ens-1326,stacked,non-triple
ens-1327,unstacked,non-triple
ens-1328,unstacked,non-triple
ens-1329,unstacked,non-triple
ens-1330,stacked,non-triple
ens-1331,unstacked,non-triple
ens-1332,stacked,non-triple
ens-1333,stacked,triple
ens-1334,stacked,non-triple
ens-1335,unstacked,non-triple
ens-1336,unstacked,non-triple
ens-1337,unstacked,non-triple
ens-1338,unstacked,non-triple
ens-1339,unstacked,non-triple
ens-1340,unstacked,non-triple
ens-1341,unstacked,non-triple
ens-1342,stacked,non-triple
ens-1343,unstacked,non-triple
ens-1344,stacked,non-triple
ens-1345,unstacked,non-triple
ens-1346,unstacked,non-triple
ens-1347,unstacked,non-triple
ens-1348,unstacked,non-triple
ens-1349,unstacked,non-triple
ens-1350,unstacked,non-triple
ens-1351,stacked,non-triple
ens-1352,unstacked,non-triple
ens-1353,stacked,non-triple
ens-1354,stacked,non-triple
ens-1355,stacked,non-triple
ens-1356,unstacked,non-triple
ens-1357,unstacked,non-triple
ens-1358,unstacked,non-triple
ens-1359,unstacked,non-triple
ens-1360,unstacked,non-triple
ens-1361,unstacked,non-triple
ens-1362,unstacked,non-triple
ens-1363,unstacked,non-triple
ens-1364,unstacked,non-triple
ens-1365,unstacked,non-triple
ens-1366,unstacked,non-triple
ens-1367,stacked,non-triple
ens-1368,stacked,triple
ens-1369,unstacked,non-triple
ens-1370,unstacked,non-triple
ens-1371,unstacked,non-triple
ens-1372,stacked,non-triple
ens-1373,stacked,non-triple
ens-1374,unstacked,non-triple
ens-1375,unstacked,non-triple
ens-1376,unstacked,non-triple
ens-1377,unstacked,non-triple
ens-1378,unstacked,non-triple
ens-1379,stacked,non-triple
ens-1380,unstacked,non-triple
ens-1381,unstacked,non-triple
ens-1382,unstacked,non-triple
ens-1383,stacked,triple
ens-1384,unstacked,non-triple
ens-1385,unstacked,non-triple
ens-1386,unstacked,non-triple
ens-1387,unstacked,non-triple
ens-1388,unstacked,non-triple
ens-1389,stacked,non-triple
ens-1390,unstacked,non-triple
ens-1391,unstacked,non-triple
ens-1392,unstacked,non-triple
ens-1393,unstacked,non-triple
ens-1394,unstacked,non-triple
ens-1395,unstacked,non-triple
ens-1396,unstacked,non-triple
ens-1397,stacked,non-triple
ens-1398,stacked,non-triple
ens-1399,unstacked,non-triple
ens-1400,unstacked,non-triple
ens-1401,stacked,triple
ens-1402,unstacked,non-triple
ens-1403,unstacked,non-triple
ens-1404,stacked,non-triple
ens-1405,stacked,non-triple
ens-1406,unstacked,non-triple
ens-1407,unstacked,non-triple
ens-1408,unstacked,non-triple
ens-1409,unstacked,non-triple
ens-1410,unstacked,non-triple
ens-1411,unstacked,non-triple
ens-1412,stacked,non-triple
ens-1413,unstacked,non-triple
ens-1414,unstacked,non-triple
ens-1415,unstacked,non-triple
ens-1416,unstacked,non-triple
ens-1417,unstacked,non-triple
ens-1418,unstacked,non-triple
ens-1419,stacked,non-triple
ens-1420,unstacked,non-triple
ens-1421,stacked,non-triple
ens-1422,unstacked,non-triple
ens-1423,unstacked,non-triple
ens-1424,unstacked,non-triple
ens-1425,unstacked,non-triple
ens-1426,stacked,non-triple
ens-1427,stacked,non-triple
ens-1428,unstacked,non-triple
ens-1429,unstacked,non-triple
ens-1430,unstacked,non-triple
ens-1431,unstacked,non-triple
ens-1432,unstacked,non-triple
ens-1433,unstacked,non-triple
ens-1434,unstacked,non-triple
ens-1435,unstacked,non-triple
ens-1436,stacked,non-triple
ens-1437,stacked,non-triple
ens-1438,unstacked,non-triple
ens-1439,unstacked,non-triple
ens-1440,stacked,non-triple
ens-1441,unstacked,non-triple
ens-1442,unstacked,non-triple
ens-1443,unstacked,non-triple
ens-1444,stacked,non-triple
ens-1445,unstacked,non-triple
ens-1446,unstacked,non-triple
ens-1447,unstacked,non-triple
ens-1448,unstacked,non-triple
ens-1449,stacked,non-triple
ens-1450,unstacked,non-triple
ens-1451,stacked,non-triple
ens-1452,unstacked,non-triple
ens-1453,unstacked,non-triple
ens-1454,unstacked,non-triple
ens-1455,unstacked,non-triple
ens-1456,unstacked,non-triple
ens-1457,unstacked,non-triple
ens-1458,unstacked,non-triple
ens-1459,unstacked,non-triple
ens-1460,stacked,non-triple
ens-1461,unstacked,non-triple
ens-1462,stacked,non-triple
ens-1463,unstacked,non-triple
ens-1464,unstacked,non-triple
ens-1465,stacked,non-triple
ens-1466,stacked,non-triple
ens-1467,unstacked,non-triple
ens-1468,unstacked,non-triple
ens-1469,unstacked,non-triple
ens-1470,unstacked,non-triple
ens-1471,unstacked,non-triple
ens-1472,unstacked,non-triple
ens-1473,stacked,non-triple
ens-1474,unstacked,non-triple
ens-1475,stacked,non-triple
ens-1476,unstacked,non-triple
ens-1477,stacked,triple
ens-1478,unstacked,non-triple
ens-1479,unstacked,non-triple
ens-1480,unstacked,non-triple
ens-1481,unstacked,non-triple
ens-1482,stacked,non-triple
ens-1483,unstacked,non-triple
ens-1484,unstacked,non-triple
ens-1485,stacked,non-triple
ens-1486,unstacked,non-triple
ens-1487,unstacked,non-triple
ens-1488,stacked,non-triple
ens-1489,unstacked,non-triple
ens-1490,unstacked,non-triple
ens-1491,stacked,non-triple
ens-1492,unstacked,non-triple
ens-1493,unstacked,non-triple
ens-1494,unstacked,non-triple
ens-1495,unstacked,non-triple
ens-1496,stacked,triple
ens-1497,unstacked,non-triple
ens-1498,unstacked,non-triple
ens-1499,stacked,non-triple
ens-1500,unstacked,non-triple
ens-1501,stacked,triple
ens-1502,unstacked,non-triple
ens-1503,unstacked,non-triple
ens-1504,unstacked,non-triple
ens-1505,unstacked,non-triple
ens-1506,unstacked,non-triple
ens-1507,unstacked,non-triple
ens-1508,stacked,non-triple
ens-1509,stacked,non-triple
ens-1510,unstacked,non-triple
ens-1511,stacked,non-triple
ens-1512,unstacked,non-triple
ens-1513,unstacked,non-triple
ens-1514,unstacked,non-triple
ens-1515,unstacked,non-triple
ens-1516,unstacked,non-triple
ens-1517,unstacked,non-triple
ens-1518,stacked,non-triple
ens-1519,unstacked,non-triple
ens-1520,stacked,non-triple
ens-1521,stacked,non-triple
ens-1522,unstacked,non-triple
ens-1523,unstacked,non-triple
ens-1524,stacked,triple
ens-1525,unstacked,non-triple
ens-1526,unstacked,non-triple
ens-1527,unstacked,non-triple
ens-1528,stacked,non-triple
ens-1529,unstacked,non-triple
ens-1530,unstacked,non-triple
ens-1531,unstacked,non-triple
ens-1532,stacked,non-triple
ens-1533,unstacked,non-triple
ens-1534,stacked,non-triple
ens-1535,unstacked,non-triple
ens-1536,unstacked,non-triple
ens-1537,unstacked,non-triple
ens-1538,unstacked,non-triple
ens-1539,unstacked,non-triple
ens-1540,stacked,non-triple
ens-1541,unstacked,non-triple
ens-1542,unstacked,non-triple
ens-1543,stacked,non-triple
ens-1544,unstacked,non-triple
ens-1545,unstacked,non-triple
ens-1546,stacked,triple
ens-1547,unstacked,non-triple
ens-1548,unstacked,non-triple
ens-1549,unstacked,non-triple
ens-1550,unstacked,non-triple
ens-1551,stacked,triple
ens-1552,unstacked,non-triple
ens-1553,stacked,triple
ens-1554,unstacked,non-triple
ens-1555,unstacked,non-triple
ens-1556,stacked,non-triple
ens-1557,unstacked,non-triple
ens-1558,unstacked,non-triple
ens-1559,stacked,triple
ens-1560,unstacked,non-triple
ens-1561,stacked,non-triple
ens-1562,unstacked,non-triple
ens-1563,unstacked,non-triple
ens-1564,unstacked,non-triple
ens-1565,unstacked,non-triple
ens-1566,unstacked,non-triple
ens-1567,unstacked,non-triple
ens-1568,stacked,triple
ens-1569,unstacked,non-triple
ens-1570,unstacked,non-triple
ens-1571,unstacked,non-triple
ens-1572,unstacked,non-triple
ens-1573,unstacked,non-triple
ens-1574,unstacked,non-triple
ens-1575,unstacked,non-triple
ens-1576,unstacked,non-triple
ens-1577,unstacked,non-triple
ens-1578,unstacked,non-triple
ens-1579,stacked,non-triple
ens-1580,stacked,non-triple
ens-1581,unstacked,non-triple
ens-1582,unstacked,non-triple
ens-1583,stacked,non-triple
ens-1584,unstacked,non-triple
ens-1585,unstacked,non-triple
ens-1586,unstacked,non-triple
ens-1587,unstacked,non-triple
ens-1588,stacked,triple
ens-1589,unstacked,non-triple
ens-1590,unstacked,non-triple
ens-1591,unstacked,non-triple
ens-1592,unstacked,non-triple
ens-1593,unstacked,non-triple
ens-1594,stacked,non-triple
ens-1595,unstacked,non-triple
ens-1596,unstacked,non-triple
ens-1597,unstacked,non-triple
ens-1598,unstacked,non-triple
ens-1599,unstacked,non-triple
ens-1600,stacked,non-triple
ens-1601,unstacked,non-triple
ens-1602,unstacked,non-triple
ens-1603,stacked,non-triple
ens-1604,stacked,non-triple
ens-1605,unstacked,non-triple
ens-1606,unstacked,non-triple
ens-1607,unstacked,non-triple
ens-1608,stacked,triple
ens-1609,stacked,non-triple
ens-1610,unstacked,non-triple
ens-1611,unstacked,non-triple
ens-1612,stacked,triple
ens-1613,unstacked,non-triple
ens-1614,stacked,non-triple
ens-1615,unstacked,non-triple
ens-1616,unstacked,non-triple
ens-1617,unstacked,non-triple
ens-1618,unstacked,non-triple
ens-1619,unstacked,non-triple
ens-1620,unstacked,non-triple
ens-1621,unstacked,non-triple
ens-1622,unstacked,non-triple
ens-1623,unstacked,non-triple
ens-1624,unstacked,non-triple
ens-1625,unstacked,non-triple
ens-1626,unstacked,non-triple
ens-1627,unstacked,non-triple
ens-1628,stacked,non-triple
ens-1629,unstacked,non-triple
ens-1630,stacked,non-triple
ens-1631,stacked,non-triple
ens-1632,unstacked,non-triple
ens-1633,unstacked,non-triple
ens-1634,unstacked,non-triple
ens-1635,unstacked,non-triple
ens-1636,unstacked,non-triple
ens-1637,unstacked,non-triple
ens-1638,unstacked,non-triple
ens-1639,unstacked,non-triple
ens-1640,unstacked,non-triple
ens-1641,unstacked,non-triple
ens-1642,unstacked,non-triple
ens-1643,unstacked,non-triple
ens-1644,stacked,non-triple
ens-1645,unstacked,non-triple
ens-1646,stacked,non-triple
ens-1647,unstacked,non-triple
ens-1648,unstacked,non-triple
ens-1649,unstacked,non-triple
ens-1650,unstacked,non-triple
ens-1651,stacked,non-triple
ens-1652,unstacked,non-triple
ens-1653,unstacked,non-triple
ens-1654,unstacked,non-triple
ens-1655,unstacked,non-triple
ens-1656,unstacked,non-triple
ens-1657,unstacked,non-triple
ens-1658,stacked,non-triple
ens-1659,unstacked,non-triple
ens-1660,unstacked,non-triple
ens-1661,unstacked,non-triple
ens-1662,unstacked,non-triple
ens-1663,unstacked,non-triple
ens-1664,unstacked,non-triple
ens-1665,stacked,non-triple
ens-1666,unstacked,non-triple
ens-1667,unstacked,non-triple
ens-1668,stacked,non-triple
ens-1669,unstacked,non-triple
ens-1670,unstacked,non-triple
ens-1671,stacked,non-triple
ens-1672,unstacked,non-triple
ens-1673,unstacked,non-triple
ens-1674,stacked,non-triple
ens-1675,unstacked,non-triple
ens-1676,stacked,non-triple
ens-1677,unstacked,non-triple
ens-1678,unstacked,non-triple
ens-1679,unstacked,non-triple
ens-1680,stacked,non-triple
ens-1681,unstacked,non-triple
ens-1682,unstacked,non-triple
ens-1683,unstacked,non-triple
ens-1684,unstacked,non-triple
ens-1685,unstacked,non-triple
ens-1686,unstacked,non-triple
ens-1687,stacked,non-triple
ens-1688,stacked,non-triple
ens-1689,stacked,non-triple
ens-1690,stacked,non-triple
ens-1691,unstacked,non-triple
ens-1692,stacked,non-triple
ens-1693,unstacked,non-triple
ens-1694,stacked,non-triple
ens-1695,unstacked,non-triple
ens-1696,unstacked,non-triple
ens-1697,stacked,non-triple
ens-1698,unstacked,non-triple
ens-1699,unstacked,non-triple
ens-1700,unstacked,non-triple
ens-1701,unstacked,non-triple
ens-1702,unstacked,non-triple
ens-1703,unstacked,non-triple
ens-1704,unstacked,non-triple
ens-1705,unstacked,non-triple
ens-1706,stacked,non-triple
ens-1707,unstacked,non-triple
ens-1708,stacked,non-triple
ens-1709,unstacked,non-triple
ens-1710,unstacked,non-triple
ens-1711,unstacked,non-triple
ens-1712,stacked,non-triple
ens-1713,unstacked,non-triple
ens-1714,unstacked,non-triple
ens-1715,unstacked,non-triple
ens-1716,unstacked,non-triple
ens-1717,unstacked,non-triple
ens-1718,stacked,non-triple
ens-1719,unstacked,non-triple
ens-1720,stacked,non-triple
ens-1721,unstacked,non-triple
ens-1722,unstacked,non-triple
ens-1723,unstacked,non-triple
ens-1724,unstacked,non-triple
ens-1725,unstacked,non-triple
ens-1726,stacked,non-triple
ens-1727,stacked,non-triple
ens-1728,unstacked,non-triple
ens-1729,stacked,triple
ens-1730,unstacked,non-triple
ens-1731,unstacked,non-triple
ens-1732,unstacked,non-triple
ens-1733,stacked,non-triple
ens-1734,unstacked,non-triple
ens-1735,unstacked,non-triple
ens-1736,unstacked,non-triple
ens-1737,unstacked,non-triple
ens-1738,stacked,non-triple
ens-1739,stacked,non-triple
ens-1740,unstacked,non-triple
ens-1741,stacked,non-triple
ens-1742,stacked,non-triple
ens-1743,unstacked,non-triple
ens-1744,unstacked,non-triple
ens-1745,stacked,non-triple
ens-1746,unstacked,non-triple
ens-1747,unstacked,non-triple
ens-1748,unstacked,non-triple
ens-1749,unstacked,non-triple
ens-1750,unstacked,non-triple
ens-1751,stacked,non-triple
ens-1752,stacked,non-triple
ens-1753,unstacked,non-triple
ens-1754,unstacked,non-triple
ens-1755,stacked,non-triple
ens-1756,unstacked,non-triple
ens-1757,unstacked,non-triple
ens-1758,unstacked,non-triple
ens-1759,unstacked,non-triple
ens-1760,unstacked,non-triple
ens-1761,unstacked,non-triple
ens-1762,stacked,non-triple
ens-1763,stacked,non-triple
ens-1764,unstacked,non-triple
ens-1765,unstacked,non-triple
ens-1766,unstacked,non-triple
ens-1767,unstacked,non-triple
ens-1768,unstacked,non-triple
ens-1769,unstacked,non-triple
ens-1770,unstacked,non-triple
ens-1771,unstacked,non-triple
ens-1772,stacked,non-triple
ens-1773,unstacked,non-triple
ens-1774,unstacked,non-triple
ens-1775,unstacked,non-triple
ens-1776,unstacked,non-triple
ens-1777,stacked,non-triple
ens-1778,unstacked,non-triple
ens-1779,unstacked,non-triple
ens-1780,stacked,non-triple
ens-1781,stacked,non-triple
ens-1782,unstacked,non-triple
ens-1783,unstacked,non-triple
ens-1784,stacked,non-triple
ens-1785,unstacked,non-triple
ens-1786,unstacked,non-triple
ens-1787,unstacked,non-triple
ens-1788,unstacked,non-triple
ens-1789,unstacked,non-triple
ens-1790,unstacked,non-triple
ens-1791,unstacked,non-triple
ens-1792,unstacked,non-triple
ens-1793,stacked,non-triple
ens-1794,unstacked,non-triple
ens-1795,unstacked,non-triple
ens-1796,unstacked,non-triple
ens-1797,unstacked,non-triple
ens-1798,stacked,non-triple
ens-1799,unstacked,non-triple
ens-1800,unstacked,non-triple
ens-1801,stacked,non-triple
ens-1802,stacked,non-triple
ens-1803,unstacked,non-triple
ens-1804,unstacked,non-triple
ens-1805,unstacked,non-triple
ens-1806,unstacked,non-triple
ens-1807,unstacked,non-triple
ens-1808,unstacked,non-triple
ens-1809,unstacked,non-triple
ens-1810,unstacked,non-triple
ens-1811,unstacked,non-triple
ens-1812,unstacked,non-triple
ens-1813,stacked,non-triple
ens-1814,stacked,non-triple
ens-1815,unstacked,non-triple
ens-1816,unstacked,non-triple
ens-1817,unstacked,non-triple
ens-1818,unstacked,non-triple
ens-1819,stacked,non-triple
ens-1820,unstacked,non-triple
ens-1821,unstacked,non-triple
ens-1822,stacked,non-triple
ens-1823,unstacked,non-triple
ens-1824,unstacked,non-triple
ens-1825,stacked,non-triple
ens-1826,stacked,non-triple
ens-1827,stacked,non-triple
ens-1828,unstacked,non-triple
ens-1829,unstacked,non-triple
ens-1830,unstacked,non-triple
ens-1831,unstacked,non-triple
ens-1832,unstacked,non-triple
ens-1833,stacked,triple
ens-1834,unstacked,non-triple
ens-1835,unstacked,non-triple
ens-1836,unstacked,non-triple
ens-1837,stacked,non-triple
ens-1838,stacked,non-triple
ens-1839,stacked,non-triple
ens-1840,unstacked,non-triple
ens-1841,unstacked,non-triple
ens-1842,stacked,non-triple
ens-1843,unstacked,non-triple
ens-1844,unstacked,non-triple
ens-1845,unstacked,non-triple
ens-1846,unstacked,non-triple
ens-1847,stacked,non-triple
ens-1848,unstacked,non-triple
